,Participant,Stimulus,1st Region,2nd Region,3rd Region,length
76,2,extrovertism_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
78,2,flight_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
80,2,food_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
82,2,last_hour_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
84,2,movies_q21.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
88,2,music_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
91,2,pets_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
94,2,sports_q21.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
97,2,theatre_q2.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
99,2,tv_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
101,2,university_q22.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
104,4,birth_city_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
107,4,books_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
110,4,cars_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
113,4,cleaning_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
116,4,clothes_q21.avi,nose+cheeks,"nose+cheeks, mouth+chin","3: nose+cheeks, mouth+chin, nose+cheeks",3.0
119,4,color_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
121,4,concerts_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
124,4,date_birth_q21.avi,nose+cheeks,"nose+cheeks, mouth+chin","3: nose+cheeks, mouth+chin, nose+cheeks",3.0
127,4,extrovertism_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, mouth+chin",3.0
129,4,flight_q21.avi,nose+cheeks,"nose+cheeks, mouth+chin","3: nose+cheeks, mouth+chin, nose+cheeks",3.0
131,4,food_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","2: eyes+eyebrows, nose+cheeks, none",2.0
133,4,last_hour_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","2: eyes+eyebrows, nose+cheeks, none",2.0
135,4,movies_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
139,4,music_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, eyes+eyebrows",3.0
142,4,pets_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, mouth+chin",3.0
144,4,smartphone_q2.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, mouth+chin",3.0
146,4,sports_q21.avi,eyes+eyebrows,"eyes+eyebrows, mouth+chin","3: eyes+eyebrows, mouth+chin, eyes+eyebrows",3.0
149,4,theatre_q2.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, eyes+eyebrows",3.0
151,4,tv_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, mouth+chin",3.0
153,4,university_q22.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
156,6,birth_city_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","3: mouth+chin, eyes+eyebrows, nose+cheeks",3.0
159,6,books_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","3: mouth+chin, eyes+eyebrows, nose+cheeks",3.0
162,6,cars_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
165,6,cleaning_q21.avi,eyes+eyebrows,"eyes+eyebrows, mouth+chin","2: eyes+eyebrows, mouth+chin, none",2.0
168,6,clothes_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
171,6,color_q21.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
173,6,concerts_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","3: mouth+chin, eyes+eyebrows, mouth+chin",3.0
176,6,date_birth_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
179,6,extrovertism_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
181,6,flight_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","3: mouth+chin, eyes+eyebrows, mouth+chin",3.0
183,6,food_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, mouth+chin",3.0
185,6,last_hour_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
187,6,movies_q21.avi,nose+cheeks,"nose+cheeks, mouth+chin","3: nose+cheeks, mouth+chin, nose+cheeks",3.0
191,6,music_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
194,6,pets_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
196,6,smartphone_q2.avi,forehead,"forehead, nose+cheeks","3: forehead, nose+cheeks, mouth+chin",3.0
198,6,sports_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","3: mouth+chin, eyes+eyebrows, nose+cheeks",3.0
201,6,theatre_q2.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
203,6,tv_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
205,6,university_q22.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
208,8,birth_city_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
211,8,books_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
214,8,cars_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
217,8,cleaning_q21.avi,nose+cheeks,"nose+cheeks, mouth+chin","3: nose+cheeks, mouth+chin, nose+cheeks",3.0
220,8,clothes_q21.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
223,8,color_q21.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
225,8,concerts_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
228,8,date_birth_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
231,8,extrovertism_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
233,8,flight_q21.avi,eyes+eyebrows,"eyes+eyebrows, mouth+chin","3: eyes+eyebrows, mouth+chin, eyes+eyebrows",3.0
235,8,food_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
237,8,last_hour_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, eyes+eyebrows",3.0
239,8,movies_q21.avi,nose+cheeks,"nose+cheeks, mouth+chin","3: nose+cheeks, mouth+chin, nose+cheeks",3.0
243,8,music_q21.avi,nose+cheeks,"nose+cheeks, none","1: nose+cheeks, none, none",1.0
246,8,pets_q21.avi,eyes+eyebrows,"eyes+eyebrows, mouth+chin","3: eyes+eyebrows, mouth+chin, nose+cheeks",3.0
248,8,smartphone_q2.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
250,8,sports_q21.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
253,8,theatre_q2.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
255,8,tv_q21.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
257,8,university_q22.avi,eyes+eyebrows,"eyes+eyebrows, mouth+chin","3: eyes+eyebrows, mouth+chin, eyes+eyebrows",3.0
260,10,birth_city_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","3: mouth+chin, eyes+eyebrows, nose+cheeks",3.0
263,10,books_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
266,10,cars_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
269,10,cleaning_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
272,10,clothes_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","3: mouth+chin, eyes+eyebrows, nose+cheeks",3.0
275,10,color_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
277,10,concerts_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, mouth+chin",3.0
280,10,date_birth_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
283,10,extrovertism_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
285,10,flight_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","3: mouth+chin, eyes+eyebrows, nose+cheeks",3.0
287,10,food_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
289,10,last_hour_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
291,10,movies_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
295,10,music_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
298,10,pets_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
300,10,smartphone_q2.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
302,10,sports_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
305,10,theatre_q2.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
307,10,tv_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
309,10,university_q22.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
312,13,birth_city_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
315,13,books_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
318,13,cars_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
321,13,cleaning_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
324,13,clothes_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
327,13,color_q21.avi,eyes+eyebrows,"eyes+eyebrows, mouth+chin","2: eyes+eyebrows, mouth+chin, none",2.0
329,13,concerts_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","2: mouth+chin, nose+cheeks, none",2.0
332,13,date_birth_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
335,13,extrovertism_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","3: mouth+chin, eyes+eyebrows, forehead",3.0
337,13,flight_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
339,13,food_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, eyes+eyebrows",3.0
341,13,last_hour_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, eyes+eyebrows",3.0
343,13,movies_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
347,13,music_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
350,13,pets_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
352,13,smartphone_q2.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
354,13,sports_q21.avi,nose+cheeks,"nose+cheeks, mouth+chin","3: nose+cheeks, mouth+chin, nose+cheeks",3.0
357,13,theatre_q2.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
359,13,tv_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","3: mouth+chin, eyes+eyebrows, mouth+chin",3.0
361,13,university_q22.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
363,15,birth_city_q21.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
366,15,books_q21.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
369,15,cars_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
372,15,cleaning_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
375,15,clothes_q21.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
378,15,color_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, mouth+chin",3.0
380,15,concerts_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","3: mouth+chin, eyes+eyebrows, nose+cheeks",3.0
383,15,date_birth_q21.avi,nose+cheeks,"nose+cheeks, none","1: nose+cheeks, none, none",1.0
386,15,extrovertism_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
388,15,flight_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","3: mouth+chin, eyes+eyebrows, nose+cheeks",3.0
390,15,food_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","2: eyes+eyebrows, nose+cheeks, none",2.0
392,15,last_hour_q21.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
394,15,movies_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
398,15,music_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, mouth+chin",3.0
401,15,pets_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
403,15,smartphone_q2.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
405,15,sports_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","3: mouth+chin, eyes+eyebrows, nose+cheeks",3.0
409,15,tv_q21.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
411,15,university_q22.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
414,16,birth_city_q21.avi,eyes+eyebrows,"eyes+eyebrows, mouth+chin","3: eyes+eyebrows, mouth+chin, eyes+eyebrows",3.0
417,16,books_q21.avi,nose+cheeks,"nose+cheeks, none","1: nose+cheeks, none, none",1.0
420,16,cars_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, mouth+chin",3.0
423,16,cleaning_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, mouth+chin",3.0
426,16,clothes_q21.avi,eyes+eyebrows,"eyes+eyebrows, mouth+chin","3: eyes+eyebrows, mouth+chin, nose+cheeks",3.0
429,16,color_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
431,16,concerts_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
434,16,date_birth_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","2: eyes+eyebrows, nose+cheeks, none",2.0
437,16,extrovertism_q21.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
439,16,flight_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, mouth+chin",3.0
441,16,food_q21.avi,eyes+eyebrows,"eyes+eyebrows, forehead","3: eyes+eyebrows, forehead, eyes+eyebrows",3.0
443,16,last_hour_q21.avi,nose+cheeks,"nose+cheeks, mouth+chin","3: nose+cheeks, mouth+chin, nose+cheeks",3.0
445,16,movies_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
451,16,pets_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, mouth+chin",3.0
453,16,smartphone_q2.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
455,16,sports_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, mouth+chin",3.0
458,16,theatre_q2.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","2: eyes+eyebrows, nose+cheeks, none",2.0
460,16,tv_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
462,16,university_q22.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
465,18,birth_city_q21.avi,nose+cheeks,"nose+cheeks, mouth+chin","3: nose+cheeks, mouth+chin, eyes+eyebrows",3.0
468,18,books_q21.avi,nose+cheeks,"nose+cheeks, mouth+chin","3: nose+cheeks, mouth+chin, nose+cheeks",3.0
471,18,cars_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, mouth+chin",3.0
474,18,cleaning_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, mouth+chin",3.0
477,18,clothes_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
480,18,color_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, mouth+chin",3.0
482,18,concerts_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, mouth+chin",3.0
485,18,date_birth_q21.avi,nose+cheeks,"nose+cheeks, mouth+chin","3: nose+cheeks, mouth+chin, neck",3.0
488,18,extrovertism_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
490,18,flight_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, mouth+chin",3.0
492,18,food_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, mouth+chin",3.0
494,18,last_hour_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, mouth+chin",3.0
496,18,movies_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","2: mouth+chin, nose+cheeks, none",2.0
500,18,music_q21.avi,nose+cheeks,"nose+cheeks, mouth+chin","3: nose+cheeks, mouth+chin, eyes+eyebrows",3.0
503,18,pets_q21.avi,nose+cheeks,"nose+cheeks, mouth+chin","2: nose+cheeks, mouth+chin, none",2.0
505,18,smartphone_q2.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, mouth+chin",3.0
507,18,sports_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, mouth+chin",3.0
510,18,theatre_q2.avi,nose+cheeks,"nose+cheeks, mouth+chin","3: nose+cheeks, mouth+chin, eyes+eyebrows",3.0
512,18,tv_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, mouth+chin",3.0
514,18,university_q22.avi,nose+cheeks,"nose+cheeks, mouth+chin","3: nose+cheeks, mouth+chin, nose+cheeks",3.0
517,19,birth_city_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
520,19,books_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
523,19,cars_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
526,19,cleaning_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
529,19,clothes_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, eyes+eyebrows",3.0
532,19,color_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
534,19,concerts_q21.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
537,19,date_birth_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, eyes+eyebrows",3.0
540,19,extrovertism_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
542,19,flight_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
544,19,food_q21.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
546,19,last_hour_q21.avi,eyes+eyebrows,"eyes+eyebrows, none","1: eyes+eyebrows, none, none",1.0
548,19,movies_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
552,19,music_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","3: mouth+chin, eyes+eyebrows, mouth+chin",3.0
555,19,pets_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
557,19,smartphone_q2.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
559,19,sports_q21.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, eyes+eyebrows",3.0
562,19,theatre_q2.avi,mouth+chin,"mouth+chin, eyes+eyebrows","3: mouth+chin, eyes+eyebrows, nose+cheeks",3.0
564,19,tv_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
566,19,university_q22.avi,eyes+eyebrows,"eyes+eyebrows, nose+cheeks","3: eyes+eyebrows, nose+cheeks, eyes+eyebrows",3.0
569,20,birth_city_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
571,20,books_q21.avi,nose+cheeks,"nose+cheeks, none","1: nose+cheeks, none, none",1.0
574,20,cars_q21.avi,nose+cheeks,"nose+cheeks, none","1: nose+cheeks, none, none",1.0
577,20,cleaning_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
580,20,clothes_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
583,20,color_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","3: mouth+chin, eyes+eyebrows, nose+cheeks",3.0
585,20,concerts_q21.avi,mouth+chin,"mouth+chin, eyes+eyebrows","2: mouth+chin, eyes+eyebrows, none",2.0
588,20,date_birth_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
591,20,extrovertism_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
593,20,flight_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
595,20,food_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
597,20,last_hour_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
599,20,movies_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
603,20,music_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
606,20,pets_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
608,20,smartphone_q2.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, nose+cheeks",3.0
610,20,sports_q21.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","3: nose+cheeks, eyes+eyebrows, mouth+chin",3.0
613,20,theatre_q2.avi,nose+cheeks,"nose+cheeks, eyes+eyebrows","2: nose+cheeks, eyes+eyebrows, none",2.0
615,20,tv_q21.avi,mouth+chin,"mouth+chin, nose+cheeks","3: mouth+chin, nose+cheeks, eyes+eyebrows",3.0
